raceId,season,round,driverId,constructorId,grid,positionOrder,points,status
2008_3,2008,3,coulthard,red_bull,17,18,0.0,+1 Lap
2008_3,2008,3,sutil,force_india,20,19,0.0,+2 Laps
2008_3,2008,3,piquet_jr,renault,14,20,0.0,Gearbox
2008_3,2008,3,button,honda,9,21,0.0,Collision
2008_3,2008,3,vettel,toro_rosso,19,22,0.0,Engine
2008_4,2008,4,raikkonen,ferrari,1,1,10.0,Finished
2008_4,2008,4,massa,ferrari,3,2,8.0,Finished
2008_4,2008,4,hamilton,mclaren,5,3,6.0,Finished
2008_4,2008,4,kubica,bmw_sauber,4,4,5.0,Finished
2008_4,2008,4,webber,red_bull,7,5,4.0,Finished
2008_4,2008,4,button,honda,13,6,3.0,Finished
2008_4,2008,4,nakajima,williams,12,7,2.0,Finished
2008_4,2008,4,trulli,toyota,8,8,1.0,Finished
2008_4,2008,4,heidfeld,bmw_sauber,9,9,0.0,Finished
2008_4,2008,4,fisichella,force_india,19,10,0.0,+1 Lap
2008_4,2008,4,glock,toyota,14,11,0.0,+1 Lap
2008_4,2008,4,coulthard,red_bull,17,12,0.0,+1 Lap
2008_4,2008,4,sato,super_aguri,22,13,0.0,+1 Lap
2008_4,2008,4,rosberg,williams,15,14,0.0,Engine
2008_4,2008,4,alonso,renault,2,15,0.0,Engine
2008_4,2008,4,barrichello,honda,11,16,0.0,Collision
2008_4,2008,4,kovalainen,mclaren,6,17,0.0,Accident
2008_4,2008,4,davidson,super_aguri,21,18,0.0,Radiator
2008_4,2008,4,bourdais,toro_rosso,16,19,0.0,Collision
2008_4,2008,4,piquet_jr,renault,10,20,0.0,Collision
2008_4,2008,4,sutil,force_india,20,21,0.0,Collision
2008_4,2008,4,vettel,toro_rosso,18,22,0.0,Collision
2008_5,2008,5,massa,ferrari,1,1,10.0,Finished
2008_5,2008,5,hamilton,mclaren,3,2,8.0,Finished
2008_5,2008,5,raikkonen,ferrari,4,3,6.0,Finished
2008_5,2008,5,kubica,bmw_sauber,5,4,5.0,Finished
2008_5,2008,5,heidfeld,bmw_sauber,9,5,4.0,Finished
2008_5,2008,5,alonso,renault,7,6,3.0,Finished
2008_5,2008,5,webber,red_bull,6,7,2.0,Finished
2008_5,2008,5,rosberg,williams,11,8,1.0,Finished
2008_5,2008,5,coulthard,red_bull,10,9,0.0,Finished
2008_5,2008,5,trulli,toyota,8,10,0.0,Finished
2008_5,2008,5,button,honda,13,11,0.0,+1 Lap
2008_5,2008,5,kovalainen,mclaren,2,12,0.0,+1 Lap
2009_1,2009,1,button,brawn,1,1,10.0,Finished
2009_1,2009,1,barrichello,brawn,2,2,8.0,Finished
2009_1,2009,1,trulli,toyota,20,3,6.0,Finished
2009_1,2009,1,glock,toyota,19,4,5.0,Finished
2009_1,2009,1,alonso,renault,10,5,4.0,Finished
2009_1,2009,1,rosberg,williams,5,6,3.0,Finished
2009_1,2009,1,buemi,toro_rosso,13,7,2.0,Finished
2009_1,2009,1,bourdais,toro_rosso,17,8,1.0,Finished
2009_1,2009,1,sutil,force_india,16,9,0.0,Finished
2009_1,2009,1,heidfeld,bmw_sauber,9,10,0.0,Finished
2009_1,2009,1,fisichella,force_india,15,11,0.0,Finished
2009_1,2009,1,webber,red_bull,8,12,0.0,+1 Lap
2009_1,2009,1,vettel,red_bull,3,13,0.0,Collision
2009_1,2009,1,kubica,bmw_sauber,4,14,0.0,Collision
2009_1,2009,1,raikkonen,ferrari,7,15,0.0,Differential
2009_1,2009,1,massa,ferrari,6,16,0.0,Suspension
2009_1,2009,1,piquet_jr,renault,14,17,0.0,Spun off
2009_1,2009,1,nakajima,williams,11,18,0.0,Accident
2009_1,2009,1,kovalainen,mclaren,12,19,0.0,Collision
2009_1,2009,1,hamilton,mclaren,18,20,0.0,Disqualified
2009_2,2009,2,button,brawn,1,1,5.0,Finished
2009_2,2009,2,heidfeld,bmw_sauber,10,2,4.0,Finished
2009_2,2009,2,glock,toyota,3,3,3.0,Finished
2009_2,2009,2,trulli,toyota,2,4,2.5,Finished
2009_2,2009,2,barrichello,brawn,8,5,2.0,Finished
2009_2,2009,2,webber,red_bull,5,6,1.5,Finished
2009_2,2009,2,hamilton,mclaren,12,7,1.0,Finished
2009_2,2009,2,rosberg,williams,4,8,0.5,Finished
2009_2,2009,2,massa,ferrari,16,9,0.0,Finished
2009_2,2009,2,bourdais,toro_rosso,15,10,0.0,Finished
2009_2,2009,2,alonso,renault,9,11,0.0,+1 Lap
2009_2,2009,2,nakajima,williams,11,12,0.0,+1 Lap
2009_2,2009,2,piquet_jr,renault,17,13,0.0,+1 Lap
2009_2,2009,2,raikkonen,ferrari,7,14,0.0,+1 Lap
2009_2,2009,2,vettel,red_bull,13,15,0.0,Spun off
2009_2,2009,2,buemi,toro_rosso,20,16,0.0,Spun off
2009_2,2009,2,sutil,force_india,19,17,0.0,+1 Lap
2009_2,2009,2,fisichella,force_india,18,18,0.0,Spun off
2009_2,2009,2,kubica,bmw_sauber,6,19,0.0,Engine
2009_2,2009,2,kovalainen,mclaren,14,20,0.0,Spun off
2009_3,2009,3,vettel,red_bull,1,1,10.0,Finished
2009_3,2009,3,webber,red_bull,3,2,8.0,Finished
2009_3,2009,3,button,brawn,5,3,6.0,Finished
2009_3,2009,3,barrichello,brawn,4,4,5.0,Finished
2009_3,2009,3,kovalainen,mclaren,12,5,4.0,Finished
2009_3,2009,3,hamilton,mclaren,9,6,3.0,Finished
2009_3,2009,3,glock,toyota,19,7,2.0,Finished
2009_3,2009,3,buemi,toro_rosso,10,8,1.0,Finished
2009_3,2009,3,alonso,renault,2,9,0.0,Finished
2009_3,2009,3,raikkonen,ferrari,8,10,0.0,Finished
2009_3,2009,3,bourdais,toro_rosso,15,11,0.0,Finished
2009_3,2009,3,heidfeld,bmw_sauber,11,12,0.0,Finished
2009_3,2009,3,kubica,bmw_sauber,17,13,0.0,Finished
2009_3,2009,3,fisichella,force_india,20,14,0.0,+1 Lap
2009_3,2009,3,rosberg,williams,7,15,0.0,+1 Lap
2009_3,2009,3,piquet_jr,renault,16,16,0.0,+2 Laps
2009_3,2009,3,sutil,force_india,18,17,0.0,Spun off
2009_3,2009,3,nakajima,williams,14,18,0.0,Retired
2009_3,2009,3,massa,ferrari,13,19,0.0,Electronics
2009_3,2009,3,trulli,toyota,6,20,0.0,Collision
2009_4,2009,4,button,brawn,4,1,10.0,Finished
2009_4,2009,4,vettel,red_bull,3,2,8.0,Finished
2009_4,2009,4,trulli,toyota,1,3,6.0,Finished
2009_4,2009,4,hamilton,mclaren,5,4,5.0,Finished
2009_4,2009,4,barrichello,brawn,6,5,4.0,Finished
2009_4,2009,4,raikkonen,ferrari,10,6,3.0,Finished
2009_4,2009,4,glock,toyota,2,7,2.0,Finished
2009_4,2009,4,alonso,renault,7,8,1.0,Finished
2009_4,2009,4,rosberg,williams,9,9,0.0,Finished
2009_4,2009,4,piquet_jr,renault,15,10,0.0,Finished
2009_4,2009,4,webber,red_bull,18,11,0.0,Finished
2009_4,2009,4,kovalainen,mclaren,11,12,0.0,Finished
2009_4,2009,4,bourdais,toro_rosso,20,13,0.0,Finished
2009_4,2009,4,massa,ferrari,8,14,0.0,+1 Lap
2009_4,2009,4,fisichella,force_india,17,15,0.0,+1 Lap
2009_4,2009,4,sutil,force_india,19,16,0.0,+1 Lap
2009_4,2009,4,buemi,toro_rosso,16,17,0.0,+1 Lap
2009_4,2009,4,kubica,bmw_sauber,13,18,0.0,+1 Lap
2009_4,2009,4,heidfeld,bmw_sauber,14,19,0.0,+1 Lap
2009_4,2009,4,nakajima,williams,12,20,0.0,Oil pressure
2009_5,2009,5,button,brawn,1,1,10.0,Finished
2009_5,2009,5,barrichello,brawn,3,2,8.0,Finished
2009_5,2009,5,webber,red_bull,5,3,6.0,Finished
2009_5,2009,5,vettel,red_bull,2,4,5.0,Finished
2009_5,2009,5,alonso,renault,8,5,4.0,Finished
2009_5,2009,5,massa,ferrari,4,6,3.0,Finished
2009_5,2009,5,heidfeld,bmw_sauber,13,7,2.0,Finished
2009_5,2009,5,rosberg,williams,9,8,1.0,Finished
2009_5,2009,5,hamilton,mclaren,14,9,0.0,+1 Lap
2009_5,2009,5,glock,toyota,6,10,0.0,+1 Lap
2009_5,2009,5,kubica,bmw_sauber,10,11,0.0,+1 Lap
2009_5,2009,5,piquet_jr,renault,12,12,0.0,+1 Lap
2009_5,2009,5,nakajima,williams,11,13,0.0,+1 Lap
2009_5,2009,5,fisichella,force_india,20,14,0.0,+1 Lap
2009_5,2009,5,raikkonen,ferrari,16,15,0.0,Hydraulics
2009_5,2009,5,kovalainen,mclaren,18,16,0.0,Gearbox
2009_5,2009,5,trulli,toyota,7,17,0.0,Collision
2009_5,2009,5,buemi,toro_rosso,15,18,0.0,Collision
2009_5,2009,5,bourdais,toro_rosso,17,19,0.0,Collision
2009_5,2009,5,sutil,force_india,19,20,0.0,Collision
2010_1,2010,1,alonso,ferrari,3,1,25.0,Finished
2010_1,2010,1,massa,ferrari,2,2,18.0,Finished
2010_1,2010,1,hamilton,mclaren,4,3,15.0,Finished
2010_1,2010,1,vettel,red_bull,1,4,12.0,Finished
2010_1,2010,1,rosberg,mercedes,5,5,10.0,Finished
2010_1,2010,1,michael_schumacher,mercedes,7,6,8.0,Finished
2010_1,2010,1,button,mclaren,8,7,6.0,Finished
2010_1,2010,1,webber,red_bull,6,8,4.0,Finished
2010_1,2010,1,liuzzi,force_india,12,9,2.0,Finished
2010_1,2010,1,barrichello,williams,11,10,1.0,Finished
2010_1,2010,1,kubica,renault,9,11,0.0,Finished
2010_1,2010,1,sutil,force_india,10,12,0.0,Finished
2010_1,2010,1,alguersuari,toro_rosso,18,13,0.0,Finished
2010_1,2010,1,hulkenberg,williams,13,14,0.0,+1 Lap
2010_1,2010,1,kovalainen,lotus_racing,21,15,0.0,+2 Laps
2010_1,2010,1,buemi,toro_rosso,15,16,0.0,Electrical
2010_1,2010,1,trulli,lotus_racing,20,17,0.0,Hydraulics
2010_1,2010,1,rosa,sauber,14,18,0.0,Hydraulics
2010_1,2010,1,bruno_senna,hrt,23,19,0.0,Overheating
2010_1,2010,1,glock,virgin,19,20,0.0,Gearbox
2010_1,2010,1,petrov,renault,17,21,0.0,Suspension
2010_1,2010,1,kobayashi,sauber,16,22,0.0,Hydraulics
2010_1,2010,1,grassi,virgin,22,23,0.0,Hydraulics
2010_1,2010,1,chandhok,hrt,24,24,0.0,Accident
2010_2,2010,2,button,mclaren,4,1,25.0,Finished
2010_2,2010,2,kubica,renault,9,2,18.0,Finished
2010_2,2010,2,massa,ferrari,5,3,15.0,Finished
2010_2,2010,2,alonso,ferrari,3,4,12.0,Finished
2010_2,2010,2,rosberg,mercedes,6,5,10.0,Finished
2010_2,2010,2,hamilton,mclaren,11,6,8.0,Finished
2010_2,2010,2,liuzzi,force_india,13,7,6.0,Finished
2010_2,2010,2,barrichello,williams,8,8,4.0,Finished
2010_2,2010,2,webber,red_bull,2,9,2.0,Finished
2010_2,2010,2,michael_schumacher,mercedes,7,10,1.0,Finished
2010_2,2010,2,alguersuari,toro_rosso,17,11,0.0,Finished
2010_2,2010,2,rosa,sauber,14,12,0.0,Finished
2010_2,2010,2,kovalainen,lotus_racing,19,13,0.0,+2 Laps
2010_2,2010,2,chandhok,hrt,22,14,0.0,+5 Laps
2010_2,2010,2,glock,virgin,23,15,0.0,Suspension
2010_2,2010,2,grassi,virgin,24,16,0.0,Hydraulics
2010_2,2010,2,vettel,red_bull,1,17,0.0,Wheel
2010_2,2010,2,sutil,force_india,10,18,0.0,Engine
2010_2,2010,2,petrov,renault,18,19,0.0,Spun off
2010_2,2010,2,bruno_senna,hrt,21,20,0.0,Hydraulics
2010_2,2010,2,buemi,toro_rosso,12,21,0.0,Collision
2010_2,2010,2,hulkenberg,williams,15,22,0.0,Collision
2010_2,2010,2,kobayashi,sauber,16,23,0.0,Collision
2010_2,2010,2,trulli,lotus_racing,20,24,0.0,Hydraulics
2010_3,2010,3,vettel,red_bull,3,1,25.0,Finished
2010_3,2010,3,webber,red_bull,1,2,18.0,Finished
2010_3,2010,3,rosberg,mercedes,2,3,15.0,Finished
2010_3,2010,3,kubica,renault,6,4,12.0,Finished
2010_3,2010,3,sutil,force_india,4,5,10.0,Finished
2010_3,2010,3,hamilton,mclaren,20,6,8.0,Finished
2010_3,2010,3,massa,ferrari,21,7,6.0,Finished
2010_3,2010,3,button,mclaren,17,8,4.0,Finished
2010_3,2010,3,alguersuari,toro_rosso,14,9,2.0,Finished
2010_3,2010,3,hulkenberg,williams,5,10,1.0,Finished
2010_3,2010,3,buemi,toro_rosso,13,11,0.0,Finished
2010_3,2010,3,barrichello,williams,7,12,0.0,+1 Lap
2010_3,2010,3,alonso,ferrari,19,13,0.0,Engine
2010_3,2010,3,grassi,virgin,24,14,0.0,+3 Laps
2010_3,2010,3,chandhok,hrt,22,15,0.0,+3 Laps
2010_3,2010,3,bruno_senna,hrt,23,16,0.0,+4 Laps
2010_3,2010,3,trulli,lotus_racing,18,17,0.0,+5 Laps
2010_3,2010,3,kovalainen,lotus_racing,15,18,0.0,+10 Laps
2010_3,2010,3,petrov,renault,11,19,0.0,Gearbox
2010_3,2010,3,liuzzi,force_india,10,20,0.0,Throttle
2010_3,2010,3,michael_schumacher,mercedes,8,21,0.0,Wheel
2010_3,2010,3,kobayashi,sauber,9,22,0.0,Engine
2010_3,2010,3,glock,virgin,16,23,0.0,Spun off
2010_3,2010,3,rosa,sauber,12,24,0.0,Engine
2010_4,2010,4,button,mclaren,5,1,25.0,Finished
2010_4,2010,4,hamilton,mclaren,6,2,18.0,Finished
2010_4,2010,4,rosberg,mercedes,4,3,15.0,Finished
2010_4,2010,4,alonso,ferrari,3,4,12.0,Finished
2010_4,2010,4,kubica,renault,8,5,10.0,Finished
2010_4,2010,4,vettel,red_bull,1,6,8.0,Finished
2010_4,2010,4,petrov,renault,14,7,6.0,Finished
2010_4,2010,4,webber,red_bull,2,8,4.0,Finished
2010_4,2010,4,massa,ferrari,7,9,2.0,Finished
2010_4,2010,4,michael_schumacher,mercedes,9,10,1.0,Finished
2010_4,2010,4,sutil,force_india,10,11,0.0,Finished
2010_4,2010,4,barrichello,williams,11,12,0.0,Finished
2010_4,2010,4,alguersuari,toro_rosso,12,13,0.0,Finished
2010_4,2010,4,kovalainen,lotus_racing,21,14,0.0,+1 Lap
2010_4,2010,4,hulkenberg,williams,16,15,0.0,+1 Lap
2010_4,2010,4,bruno_senna,hrt,23,16,0.0,+2 Laps
2010_4,2010,4,chandhok,hrt,24,17,0.0,+4 Laps
2010_4,2010,4,trulli,lotus_racing,20,18,0.0,Hydraulics
2010_4,2010,4,grassi,virgin,22,19,0.0,Clutch
2010_4,2010,4,rosa,sauber,17,20,0.0,Technical
2010_4,2010,4,buemi,toro_rosso,13,21,0.0,Accident
2010_4,2010,4,kobayashi,sauber,15,22,0.0,Accident
2010_4,2010,4,liuzzi,force_india,18,23,0.0,Accident
2010_4,2010,4,glock,virgin,19,24,0.0,Engine
2010_5,2010,5,webber,red_bull,1,1,25.0,Finished
2010_5,2010,5,alonso,ferrari,4,2,18.0,Finished
2010_5,2010,5,vettel,red_bull,2,3,15.0,Finished
2010_5,2010,5,michael_schumacher,mercedes,6,4,12.0,Finished
2011_1,2011,1,vettel,red_bull,1,1,25.0,Finished
2011_1,2011,1,hamilton,mclaren,2,2,18.0,Finished
2011_1,2011,1,petrov,renault,6,3,15.0,Finished
2011_1,2011,1,alonso,ferrari,5,4,12.0,Finished
2011_1,2011,1,webber,red_bull,3,5,10.0,Finished
2011_1,2011,1,button,mclaren,4,6,8.0,Finished
2011_1,2011,1,massa,ferrari,8,7,6.0,Finished
2011_1,2011,1,buemi,toro_rosso,10,8,4.0,+1 Lap
2011_1,2011,1,sutil,force_india,16,9,2.0,+1 Lap
2011_1,2011,1,resta,force_india,14,10,1.0,+1 Lap
2011_1,2011,1,alguersuari,toro_rosso,12,11,0.0,+1 Lap
2011_1,2011,1,heidfeld,renault,18,12,0.0,+1 Lap
2011_1,2011,1,trulli,lotus_racing,20,13,0.0,+2 Laps
2011_1,2011,1,ambrosio,virgin,22,14,0.0,+4 Laps
2011_1,2011,1,glock,virgin,21,15,0.0,+9 Laps
2011_1,2011,1,barrichello,williams,17,16,0.0,Transmission
2011_1,2011,1,rosberg,mercedes,7,17,0.0,Collision
2011_1,2011,1,kovalainen,lotus_racing,19,18,0.0,Water leak
2011_1,2011,1,michael_schumacher,mercedes,11,19,0.0,Collision
2011_1,2011,1,maldonado,williams,15,20,0.0,Transmission
2011_1,2011,1,kobayashi,sauber,9,21,0.0,Disqualified
2011_1,2011,1,perez,sauber,13,22,0.0,Disqualified
2011_2,2011,2,vettel,red_bull,1,1,25.0,Finished
2011_2,2011,2,button,mclaren,4,2,18.0,Finished
2011_2,2011,2,heidfeld,renault,6,3,15.0,Finished
2011_2,2011,2,webber,red_bull,3,4,12.0,Finished
2011_2,2011,2,massa,ferrari,7,5,10.0,Finished
2011_2,2011,2,alonso,ferrari,5,6,8.0,Finished
2011_2,2011,2,kobayashi,sauber,10,7,6.0,Finished
2011_2,2011,2,hamilton,mclaren,2,8,4.0,Finished
2011_2,2011,2,michael_schumacher,mercedes,11,9,2.0,Finished
2011_2,2011,2,resta,force_india,14,10,1.0,Finished
2011_2,2011,2,sutil,force_india,17,11,0.0,+1 Lap
2011_2,2011,2,rosberg,mercedes,9,12,0.0,+1 Lap
2011_2,2011,2,buemi,toro_rosso,12,13,0.0,+1 Lap
2011_2,2011,2,alguersuari,toro_rosso,13,14,0.0,+1 Lap
2011_2,2011,2,kovalainen,lotus_racing,19,15,0.0,+1 Lap
2011_2,2011,2,glock,virgin,21,16,0.0,+2 Laps
2011_2,2011,2,petrov,renault,8,17,0.0,Accident
2011_2,2011,2,liuzzi,hrt,23,18,0.0,+10 Laps
2011_2,2011,2,ambrosio,virgin,22,19,0.0,Accident
2011_2,2011,2,trulli,lotus_racing,20,20,0.0,Clutch
2011_2,2011,2,perez,sauber,16,21,0.0,Accident
2011_2,2011,2,barrichello,williams,15,22,0.0,Gearbox
2011_2,2011,2,karthikeyan,hrt,24,23,0.0,+42 Laps
2011_2,2011,2,maldonado,williams,18,24,0.0,Engine misfire
2011_3,2011,3,hamilton,mclaren,3,1,25.0,Finished
2011_3,2011,3,vettel,red_bull,1,2,18.0,Finished
2011_3,2011,3,webber,red_bull,18,3,15.0,Finished
2011_3,2011,3,button,mclaren,2,4,12.0,Finished
2011_3,2011,3,rosberg,mercedes,4,5,10.0,Finished
2011_3,2011,3,massa,ferrari,6,6,8.0,Finished
2011_3,2011,3,alonso,ferrari,5,7,6.0,Finished
2011_3,2011,3,michael_schumacher,mercedes,14,8,4.0,Finished
2011_3,2011,3,petrov,renault,10,9,2.0,Finished
2011_3,2011,3,kobayashi,sauber,13,10,1.0,Finished
2011_3,2011,3,resta,force_india,8,11,0.0,Finished
2011_3,2011,3,heidfeld,renault,16,12,0.0,Finished
2011_3,2011,3,barrichello,williams,15,13,0.0,Finished
2011_3,2011,3,buemi,toro_rosso,9,14,0.0,Finished
2011_3,2011,3,sutil,force_india,11,15,0.0,+1 Lap
2011_3,2011,3,kovalainen,lotus_racing,19,16,0.0,+1 Lap
2011_3,2011,3,perez,sauber,12,17,0.0,+1 Lap
2011_3,2011,3,maldonado,williams,17,18,0.0,+1 Lap
2011_3,2011,3,trulli,lotus_racing,20,19,0.0,+1 Lap
2011_3,2011,3,ambrosio,virgin,21,20,0.0,+2 Laps
2011_3,2011,3,glock,virgin,22,21,0.0,+2 Laps
2011_3,2011,3,liuzzi,hrt,23,22,0.0,+2 Laps
2011_3,2011,3,karthikeyan,hrt,24,23,0.0,+2 Laps
2011_3,2011,3,alguersuari,toro_rosso,7,24,0.0,Wheel
2011_4,2011,4,vettel,red_bull,1,1,25.0,Finished
2011_4,2011,4,webber,red_bull,2,2,18.0,Finished
2011_4,2011,4,alonso,ferrari,5,3,15.0,Finished
2011_4,2011,4,hamilton,mclaren,4,4,12.0,Finished
2011_4,2011,4,rosberg,mercedes,3,5,10.0,Finished
2011_4,2011,4,button,mclaren,6,6,8.0,Finished
2011_4,2011,4,heidfeld,renault,9,7,6.0,Finished
2011_4,2011,4,petrov,renault,7,8,4.0,Finished
2011_4,2011,4,buemi,toro_rosso,16,9,2.0,Finished
2011_4,2011,4,kobayashi,sauber,24,10,1.0,Finished
2011_4,2011,4,massa,ferrari,10,11,0.0,Finished
2011_4,2011,4,michael_schumacher,mercedes,8,12,0.0,Finished
2011_4,2011,4,sutil,force_india,12,13,0.0,+1 Lap
2011_4,2011,4,perez,sauber,15,14,0.0,+1 Lap
2011_4,2011,4,barrichello,williams,11,15,0.0,+1 Lap
2011_4,2011,4,alguersuari,toro_rosso,17,16,0.0,+1 Lap
2011_4,2011,4,maldonado,williams,14,17,0.0,+1 Lap
2011_4,2011,4,trulli,lotus_racing,19,18,0.0,+1 Lap
2011_4,2011,4,kovalainen,lotus_racing,18,19,0.0,+2 Laps
2011_4,2011,4,ambrosio,virgin,23,20,0.0,+2 Laps
2011_4,2011,4,karthikeyan,hrt,22,21,0.0,+3 Laps
2011_4,2011,4,liuzzi,hrt,20,22,0.0,+5 Laps
2011_4,2011,4,resta,force_india,13,23,0.0,Retired
2011_4,2011,4,glock,virgin,21,24,0.0,Gearbox
2011_5,2011,5,vettel,red_bull,2,1,25.0,Finished
2011_5,2011,5,hamilton,mclaren,3,2,18.0,Finished
2011_5,2011,5,button,mclaren,5,3,15.0,Finished
2011_5,2011,5,webber,red_bull,1,4,12.0,Finished
2011_5,2011,5,alonso,ferrari,4,5,10.0,+1 Lap
2011_5,2011,5,michael_schumacher,mercedes,10,6,8.0,+1 Lap
2012_1,2012,1,button,mclaren,2,1,25.0,Finished
2012_1,2012,1,vettel,red_bull,6,2,18.0,Finished
2012_1,2012,1,hamilton,mclaren,1,3,15.0,Finished
2012_1,2012,1,webber,red_bull,5,4,12.0,Finished
2012_1,2012,1,alonso,ferrari,12,5,10.0,Finished
2012_1,2012,1,kobayashi,sauber,13,6,8.0,Finished
2012_1,2012,1,raikkonen,lotus_f1,17,7,6.0,Finished
2012_1,2012,1,perez,sauber,22,8,4.0,Finished
2012_1,2012,1,ricciardo,toro_rosso,10,9,2.0,Finished
2012_1,2012,1,resta,force_india,15,10,1.0,Finished
2012_1,2012,1,vergne,toro_rosso,11,11,0.0,Finished
2012_1,2012,1,rosberg,mercedes,7,12,0.0,Finished
2012_1,2012,1,maldonado,williams,8,13,0.0,Accident
2012_1,2012,1,glock,marussia,20,14,0.0,+1 Lap
2012_1,2012,1,pic,marussia,21,15,0.0,+5 Laps
2012_1,2012,1,bruno_senna,williams,14,16,0.0,Collision
2012_1,2012,1,massa,ferrari,16,17,0.0,Collision
2012_1,2012,1,kovalainen,caterham,18,18,0.0,Suspension
2012_1,2012,1,petrov,caterham,19,19,0.0,Steering
2012_1,2012,1,michael_schumacher,mercedes,4,20,0.0,Gearbox
2012_1,2012,1,grosjean,lotus_f1,3,21,0.0,Collision
2012_1,2012,1,hulkenberg,force_india,9,22,0.0,Collision
2012_2,2012,2,alonso,ferrari,8,1,25.0,Finished
2012_2,2012,2,perez,sauber,9,2,18.0,Finished
2012_2,2012,2,hamilton,mclaren,1,3,15.0,Finished
2012_2,2012,2,webber,red_bull,4,4,12.0,Finished
2012_2,2012,2,raikkonen,lotus_f1,10,5,10.0,Finished
2012_2,2012,2,bruno_senna,williams,13,6,8.0,Finished
2012_2,2012,2,resta,force_india,14,7,6.0,Finished
2012_2,2012,2,vergne,toro_rosso,18,8,4.0,Finished
2012_2,2012,2,hulkenberg,force_india,16,9,2.0,Finished
2012_2,2012,2,michael_schumacher,mercedes,3,10,1.0,Finished
2012_2,2012,2,vettel,red_bull,5,11,0.0,Finished
2012_2,2012,2,ricciardo,toro_rosso,15,12,0.0,Finished
2012_2,2012,2,rosberg,mercedes,7,13,0.0,Finished
2012_2,2012,2,button,mclaren,2,14,0.0,Finished
2012_2,2012,2,massa,ferrari,12,15,0.0,Finished
2012_2,2012,2,petrov,caterham,19,16,0.0,+1 Lap
2012_2,2012,2,glock,marussia,20,17,0.0,+1 Lap
2012_2,2012,2,kovalainen,caterham,24,18,0.0,+1 Lap
2012_2,2012,2,maldonado,williams,11,19,0.0,Engine
2012_2,2012,2,pic,marussia,21,20,0.0,+2 Laps
2012_2,2012,2,karthikeyan,hrt,23,21,0.0,+2 Laps
2012_2,2012,2,rosa,hrt,22,22,0.0,+2 Laps
2012_2,2012,2,kobayashi,sauber,17,23,0.0,Retired
2012_2,2012,2,grosjean,lotus_f1,6,24,0.0,Collision
2012_3,2012,3,rosberg,mercedes,1,1,25.0,Finished
2012_3,2012,3,button,mclaren,5,2,18.0,Finished
2012_3,2012,3,hamilton,mclaren,7,3,15.0,Finished
2012_3,2012,3,webber,red_bull,6,4,12.0,Finished
2012_3,2012,3,vettel,red_bull,11,5,10.0,Finished
2012_3,2012,3,grosjean,lotus_f1,10,6,8.0,Finished
2012_3,2012,3,bruno_senna,williams,14,7,6.0,Finished
2012_3,2012,3,maldonado,williams,13,8,4.0,Finished
2012_3,2012,3,alonso,ferrari,9,9,2.0,Finished
2012_3,2012,3,kobayashi,sauber,3,10,1.0,Finished
2012_3,2012,3,perez,sauber,8,11,0.0,Finished
2012_3,2012,3,resta,force_india,15,12,0.0,Finished
2012_3,2012,3,massa,ferrari,12,13,0.0,Finished
2012_3,2012,3,raikkonen,lotus_f1,4,14,0.0,Finished
2012_3,2012,3,hulkenberg,force_india,16,15,0.0,Finished
2012_3,2012,3,vergne,toro_rosso,24,16,0.0,Finished
2012_3,2012,3,ricciardo,toro_rosso,17,17,0.0,Finished
2012_3,2012,3,petrov,caterham,19,18,0.0,+1 Lap
2012_3,2012,3,glock,marussia,20,19,0.0,+1 Lap
2012_3,2012,3,pic,marussia,21,20,0.0,+1 Lap
2012_3,2012,3,rosa,hrt,22,21,0.0,+1 Lap
2012_3,2012,3,karthikeyan,hrt,23,22,0.0,+2 Laps
2012_3,2012,3,kovalainen,caterham,18,23,0.0,+3 Laps
2012_3,2012,3,michael_schumacher,mercedes,2,24,0.0,Wheel nut
2012_4,2012,4,vettel,red_bull,1,1,25.0,Finished
2012_4,2012,4,raikkonen,lotus_f1,11,2,18.0,Finished
2012_4,2012,4,grosjean,lotus_f1,7,3,15.0,Finished
2012_4,2012,4,webber,red_bull,3,4,12.0,Finished
2012_4,2012,4,rosberg,mercedes,5,5,10.0,Finished
2012_4,2012,4,resta,force_india,10,6,8.0,Finished
2012_4,2012,4,alonso,ferrari,9,7,6.0,Finished
2012_4,2012,4,hamilton,mclaren,2,8,4.0,Finished
2012_4,2012,4,massa,ferrari,14,9,2.0,Finished
2012_4,2012,4,michael_schumacher,mercedes,22,10,1.0,Finished
2012_4,2012,4,perez,sauber,8,11,0.0,Finished
2012_4,2012,4,hulkenberg,force_india,13,12,0.0,Finished
2012_4,2012,4,kobayashi,sauber,12,13,0.0,Finished
2012_4,2012,4,vergne,toro_rosso,17,14,0.0,Finished
2012_4,2012,4,ricciardo,toro_rosso,6,15,0.0,+1 Lap
2012_4,2012,4,petrov,caterham,18,16,0.0,+1 Lap
2012_4,2012,4,kovalainen,caterham,16,17,0.0,+1 Lap
2012_4,2012,4,button,mclaren,4,18,0.0,Exhaust
2012_4,2012,4,glock,marussia,23,19,0.0,+2 Laps
2012_4,2012,4,rosa,hrt,20,20,0.0,+2 Laps
2012_4,2012,4,karthikeyan,hrt,24,21,0.0,+2 Laps
2012_4,2012,4,bruno_senna,williams,15,22,0.0,Vibrations
2012_4,2012,4,maldonado,williams,21,23,0.0,Puncture
2012_4,2012,4,pic,marussia,19,24,0.0,Engine
